climber_id,year,season,route,age,sex,is_hired_staff,years_climbing,prior_8000m_peaks,prior_everest_attempts,highest_prev_altitude_m,operator_tier,team_size,sherpa_ratio,uses_oxygen,o2_start_altitude_m,days_acclimatizing,camps_established,summit_window_days,weather_score,jetstream_risk,queue_minutes_above_8000,turnaround_reason,serious_incident,summited
CLB031679,2025,winter,North Ridge-NE,30,M,0,10,0,0,5322,mid,13,1.23,1,7000,35,5,5,6.8,1.8,15,team_decision,1,0
CLB031680,2023,spring,South Col-SE Ridge,40,F,0,20,1,0,7838,mid,6,0.98,1,7000,30,3,0,6.0,2.7,75,other,0,0
CLB031681,2003,autumn,North Ridge-NE,35,M,0,11,0,0,7059,mid,8,0.63,1,7300,28,4,2,6.3,4.9,9,other,0,0
CLB031682,2019,spring,South Col-SE Ridge,40,M,0,6,2,1,7810,mid,7,1.75,1,7000,31,2,6,9.2,0.0,44,summited,0,1
CLB031683,2014,spring,North Ridge-NE,47,M,1,0,3,2,8070,independent,8,0.24,1,7900,43,3,2,8.8,4.2,59,weather_window_closed,0,0
CLB031684,2010,winter,North Ridge-NE,49,M,0,21,1,2,8360,mid,6,0.69,1,7300,33,3,3,4.6,4.4,1,exhaustion_altitude_sickness,0,0
CLB031685,2023,spring,South Col-SE Ridge,32,M,0,19,0,3,7030,mid,14,0.53,1,8000,18,4,7,5.6,2.4,30,exhaustion_altitude_sickness,0,0
CLB031686,2024,spring,North Ridge-NE,34,M,1,29,4,0,7526,premium,9,1.92,1,7900,32,5,4,6.1,5.2,13,frostbite,1,0
CLB031687,2009,spring,South Col-SE Ridge,38,M,0,6,0,1,8245,mid,7,0.88,1,7300,19,1,9,7.0,1.8,5,weather_window_closed,0,0
CLB031688,2005,spring,South Col-SE Ridge,53,M,0,13,1,0,8108,budget,9,0.08,1,7000,29,6,7,7.4,1.3,15,exhaustion_altitude_sickness,0,0
CLB031689,2005,spring,North Ridge-NE,60,M,0,23,3,0,7983,premium,8,0.48,1,7900,21,2,5,6.3,3.7,1,illness,0,0
CLB031690,1997,spring,North Ridge-NE,40,M,0,14,0,1,5960,premium,9,1.17,1,7900,29,3,3,10.0,2.0,1,weather_window_closed,0,0
CLB031691,2024,spring,South Col-SE Ridge,41,M,0,6,0,0,6224,premium,7,1.97,1,7300,20,2,7,5.3,5.8,28,illness,0,0
CLB031692,2012,spring,South Col-SE Ridge,22,F,0,13,3,1,8051,independent,14,0.75,1,7300,28,3,8,7.2,4.1,31,exhaustion_altitude_sickness,0,0
CLB031693,2023,spring,North Ridge-NE,39,M,0,12,4,0,7670,mid,12,0.57,1,7900,42,4,4,3.7,5.5,42,weather_window_closed,1,0
CLB031694,1999,spring,South Col-SE Ridge,26,M,1,10,4,1,7776,budget,12,0.85,1,7900,20,4,7,7.0,1.0,15,summited,0,1
CLB031695,2014,spring,South Col-SE Ridge,27,M,0,9,1,0,7994,independent,6,0.1,0,0,31,4,0,3.8,6.2,72,team_decision,0,0
CLB031696,2016,spring,South Col-SE Ridge,38,M,1,10,4,0,7770,budget,3,0.99,1,7900,36,6,6,4.5,6.1,134,summited,0,1
CLB031697,1991,spring,South Col-SE Ridge,27,F,0,6,0,0,8800,mid,8,1.1,1,7900,38,2,6,7.9,2.2,8,illness,0,0
CLB031698,2014,spring,South Col-SE Ridge,43,M,0,9,1,0,8173,budget,10,1.13,1,7300,32,4,7,2.8,7.8,143,weather_window_closed,0,0
CLB031699,2024,spring,South Col-SE Ridge,32,M,0,4,0,0,7424,budget,10,0.12,1,7000,26,3,3,6.1,2.6,43,team_decision,0,0
CLB031700,1995,spring,North Ridge-NE,50,M,1,9,7,1,8383,budget,13,0.79,1,7000,26,2,3,5.9,5.4,3,exhaustion_altitude_sickness,0,0
CLB031701,2009,spring,South Col-SE Ridge,29,M,0,15,0,0,5831,premium,8,1.87,1,7000,33,4,5,7.4,2.3,0,team_decision,0,0
CLB031702,2018,spring,South Col-SE Ridge,41,M,0,6,2,2,7706,mid,6,0.57,1,7900,37,3,8,5.4,4.2,45,summited,0,1
CLB031703,2017,autumn,South Col-SE Ridge,35,M,0,10,2,0,8136,mid,15,0.79,1,7000,17,3,2,5.9,5.5,77,summited,0,1
CLB031704,2018,spring,South Col-SE Ridge,46,M,0,13,0,0,6796,premium,6,1.62,1,7000,32,6,5,9.3,0.0,66,summited,0,1
CLB031705,2019,spring,South Col-SE Ridge,47,F,0,26,3,0,8521,independent,7,0.01,0,0,38,3,5,5.6,4.2,15,weather_window_closed,1,0
CLB031706,2023,spring,North Ridge-NE,47,M,0,1,0,0,7707,mid,12,0.72,0,0,23,3,5,6.4,3.7,36,team_decision,0,0
CLB031707,2015,spring,South Col-SE Ridge,23,M,0,3,1,0,7808,mid,10,0.67,1,7900,35,4,7,6.7,2.7,107,team_decision,0,0
CLB031708,2011,spring,South Col-SE Ridge,38,M,0,12,1,0,8457,budget,13,0.83,1,7900,32,4,7,4.0,7.1,8,summited,0,1
CLB031709,2016,spring,South Col-SE Ridge,29,M,0,12,0,0,6148,mid,14,0.88,1,8000,38,1,5,4.0,5.7,266,team_decision,0,0
CLB031710,2009,spring,North Ridge-NE,32,F,1,14,5,0,7828,premium,8,1.96,1,7300,31,5,5,5.7,2.0,3,illness,0,0
CLB031711,2025,autumn,South Col-SE Ridge,18,M,0,11,6,0,8445,mid,11,0.91,1,7300,26,2,3,9.0,0.0,114,summited,0,1
CLB031712,2002,spring,South Col-SE Ridge,40,M,0,8,4,0,7541,budget,7,0.31,1,7300,22,4,4,5.9,6.3,15,exhaustion_altitude_sickness,0,0
CLB031713,1992,autumn,South Col-SE Ridge,25,M,0,6,2,3,8085,independent,9,0.33,0,0,35,4,8,3.9,6.3,19,frostbite,1,0
CLB031714,2003,spring,South Col-SE Ridge,40,M,0,10,0,0,6423,premium,5,1.5,0,0,22,3,6,7.4,2.6,1,frostbite,0,0
CLB031715,2017,spring,South Col-SE Ridge,37,M,0,10,3,1,7885,budget,5,1.16,1,7300,20,6,5,6.8,4.2,113,other,0,0
CLB031716,2024,spring,North Ridge-NE,40,M,0,14,0,0,7509,mid,7,1.2,1,7000,22,4,7,2.6,7.3,13,exhaustion_altitude_sickness,0,0
CLB031717,2017,spring,South Col-SE Ridge,32,M,0,13,0,0,6386,budget,11,0.5,1,7900,34,6,9,8.2,0.6,36,summited,0,1
CLB031718,2004,spring,South Col-SE Ridge,29,M,0,3,1,0,7835,independent,8,0.05,1,7300,34,6,8,7.5,1.0,2,summited,0,1
CLB031719,2014,summer,North Ridge-NE,36,M,1,11,4,0,8101,budget,10,0.17,1,7900,27,3,4,4.3,5.6,29,weather_window_closed,0,0
CLB031720,2020,spring,South Col-SE Ridge,42,M,0,6,1,0,8162,independent,4,0.56,1,7300,37,6,6,8.4,0.0,10,weather_window_closed,0,0
CLB031721,2023,spring,South Col-SE Ridge,21,M,0,17,2,0,7918,mid,8,0.24,1,7900,33,6,4,6.9,2.9,57,exhaustion_altitude_sickness,0,0
CLB031722,1990,winter,South Col-SE Ridge,29,F,1,5,1,0,7859,mid,14,0.75,1,7900,23,6,4,5.8,3.1,3,frostbite,0,0
CLB031723,2007,spring,South Col-SE Ridge,48,M,1,12,2,0,8074,mid,9,0.68,1,7300,38,2,6,6.4,0.0,18,other,0,0
CLB031724,2024,spring,South Col-SE Ridge,34,F,0,17,1,0,7912,budget,5,1.02,1,7300,34,6,2,4.9,4.6,146,exhaustion_altitude_sickness,0,0
CLB031725,2026,autumn,North Ridge-NE,48,M,1,10,4,0,7574,premium,9,2.37,1,7300,34,3,5,7.1,1.4,7,summited,0,1
CLB031726,2007,spring,South Col-SE Ridge,47,M,0,4,1,0,8079,independent,10,0.28,1,7300,35,4,4,5.6,5.7,3,exhaustion_altitude_sickness,0,0
CLB031727,2020,spring,South Col-SE Ridge,42,M,1,12,1,0,8232,mid,6,1.01,1,7300,39,1,6,3.9,6.4,138,summited,0,1
CLB031728,2022,spring,South Col-SE Ridge,37,M,1,12,7,2,8047,mid,9,0.96,1,7300,32,5,5,9.6,0.3,150,summited,0,1
CLB031729,1994,spring,South Col-SE Ridge,43,M,0,20,0,1,7366,budget,11,0.97,1,7900,29,6,5,6.2,4.7,26,summited,0,1
CLB031730,2001,autumn,South Col-SE Ridge,35,M,1,11,1,0,8369,premium,7,1.97,1,7900,19,1,5,5.3,5.5,51,summited,0,1
CLB031731,2025,spring,North Ridge-NE,34,M,0,11,4,0,7847,budget,9,0.33,1,7000,26,6,5,4.7,5.1,42,summited,0,1
CLB031732,2015,spring,South Col-SE Ridge,38,M,0,11,0,0,5463,budget,8,1.38,1,7000,39,1,6,8.1,0.8,61,illness,0,0
CLB031733,2023,spring,South Col-SE Ridge,38,M,0,9,0,0,8013,premium,13,2.05,1,7300,32,3,7,4.0,7.5,72,weather_window_closed,1,0
CLB031734,2018,spring,North Ridge-NE,25,F,1,14,6,0,8216,premium,11,1.73,1,8000,43,4,6,7.3,5.9,30,summited,0,1
CLB031735,2003,spring,South Col-SE Ridge,28,F,0,0,0,1,8019,budget,15,0.43,1,7000,27,2,5,7.9,2.2,2,exhaustion_altitude_sickness,0,0
CLB031736,2021,spring,South Col-SE Ridge,23,M,0,18,3,0,8367,premium,7,1.96,1,7000,25,3,7,6.4,2.3,39,weather_window_closed,0,0
CLB031737,2023,spring,North Ridge-NE,23,M,0,21,0,0,7356,mid,7,0.6,1,7000,34,3,2,5.6,4.6,12,exhaustion_altitude_sickness,0,0
CLB031738,2018,spring,South Col-SE Ridge,54,M,0,3,1,0,8528,budget,7,0.82,1,7000,24,6,8,6.9,5.0,134,frostbite,0,0
CLB031739,2006,spring,South Col-SE Ridge,47,M,0,16,0,0,6375,mid,5,0.38,1,7000,25,4,6,5.4,6.1,1,exhaustion_altitude_sickness,0,0
CLB031740,2024,spring,South Col-SE Ridge,48,M,1,4,2,0,8136,mid,8,0.99,1,7300,30,3,5,4.0,5.6,12,summited,0,1
CLB031741,2002,spring,South Col-SE Ridge,39,M,0,9,1,0,8395,independent,11,0.29,1,7000,37,3,5,9.6,0.8,9,frostbite,0,0
CLB031742,2017,spring,other,39,M,0,8,0,0,5957,mid,10,0.28,1,7900,30,2,4,7.4,4.0,29,illness,0,0
CLB031743,2018,spring,North Ridge-NE,23,M,0,18,0,1,6485,budget,9,0.97,1,7000,23,6,4,6.5,3.1,50,exhaustion_altitude_sickness,0,0
CLB031744,2002,spring,South Col-SE Ridge,39,M,0,23,0,0,5174,mid,13,0.22,1,7000,26,2,6,5.0,4.3,5,other,0,0
CLB031745,2012,spring,South Col-SE Ridge,46,M,1,16,4,0,8563,mid,11,1.07,1,8000,35,4,8,4.6,4.7,121,weather_window_closed,0,0
CLB031746,2007,spring,South Col-SE Ridge,25,M,1,8,7,0,8543,budget,10,0.68,1,7300,27,3,3,6.6,2.2,37,frostbite,0,0
CLB031747,2006,spring,South Col-SE Ridge,35,M,0,2,0,3,6547,mid,9,0.91,1,7300,38,6,8,7.2,4.0,65,summited,0,1
CLB031748,2024,spring,South Col-SE Ridge,48,M,0,15,0,0,6293,independent,8,0.16,1,7000,24,4,4,5.8,4.6,24,weather_window_closed,0,0
CLB031749,2002,autumn,South Col-SE Ridge,51,F,0,13,0,2,5815,budget,14,0.88,1,7300,41,4,5,3.8,6.6,1,weather_window_closed,0,0
CLB031750,2017,winter,North Ridge-NE,37,M,0,18,0,0,8002,premium,6,1.29,1,7300,19,1,5,7.3,3.2,15,weather_window_closed,0,0
CLB031751,2006,spring,South Col-SE Ridge,16,M,1,13,5,0,8550,budget,11,0.88,1,7300,34,3,3,5.7,4.1,28,summited,0,1
CLB031752,2024,spring,South Col-SE Ridge,35,M,1,4,3,1,8271,budget,8,0.65,0,0,26,3,8,10.0,1.4,49,oxygen_exhaustion,0,0
CLB031753,2003,spring,South Col-SE Ridge,43,M,0,8,3,0,7997,premium,13,1.44,1,7300,32,6,4,4.7,4.3,16,summited,0,1
CLB031754,2007,autumn,South Col-SE Ridge,31,M,1,14,1,0,8741,budget,14,0.79,1,7300,33,4,4,7.2,0.0,7,summited,0,1
CLB031755,2007,spring,South Col-SE Ridge,37,M,0,16,2,0,7790,budget,15,0.8,1,7900,30,5,5,4.6,4.1,3,team_decision,0,0
CLB031756,2002,summer,South Col-SE Ridge,33,F,1,9,3,0,8513,mid,8,1.19,1,7300,36,3,8,7.9,2.9,4,summited,0,1
CLB031757,2023,spring,South Col-SE Ridge,28,M,0,12,0,0,7618,budget,11,0.68,1,7900,36,6,7,8.3,1.6,46,team_decision,0,0
CLB031758,2007,spring,South Col-SE Ridge,25,M,0,5,0,1,6550,mid,10,0.72,1,8000,34,6,5,5.1,4.8,12,summited,0,1
CLB031759,2026,spring,North Ridge-NE,18,M,0,0,0,0,7347,independent,9,0.17,1,7000,25,2,2,7.5,0.9,39,weather_window_closed,0,0
CLB031760,2005,spring,North Ridge-NE,29,F,0,9,0,2,5658,premium,9,1.85,1,7000,30,6,7,8.2,1.1,1,summited,0,1
CLB031761,2014,spring,South Col-SE Ridge,19,M,1,5,1,0,8506,premium,6,1.94,1,7900,30,2,4,3.8,6.1,113,summited,0,1
CLB031762,2015,spring,North Ridge-NE,41,M,0,0,2,0,8095,mid,8,0.69,1,7900,29,2,3,8.3,1.3,30,exhaustion_altitude_sickness,0,0
CLB031763,2019,autumn,South Col-SE Ridge,42,M,0,15,2,0,8138,mid,8,0.78,1,7300,41,1,4,6.6,2.3,54,summited,0,1
CLB031764,1998,spring,North Ridge-NE,24,M,0,17,2,0,7879,mid,6,0.6,1,7900,26,3,7,6.4,3.5,0,summited,0,1
CLB031765,2003,autumn,South Col-SE Ridge,43,M,0,13,3,2,8177,independent,13,0.22,1,7000,24,5,6,8.6,0.3,5,summited,0,1
CLB031766,2024,spring,South Col-SE Ridge,27,M,0,14,4,0,8583,mid,10,1.36,1,7900,24,6,2,5.8,4.7,120,summited,0,1
CLB031767,2004,spring,North Ridge-NE,34,M,0,13,0,0,7391,mid,7,1.47,1,7900,36,4,8,9.0,0.6,2,summited,0,1
CLB031768,2023,spring,other,30,M,0,12,0,1,7417,premium,6,1.51,1,8000,34,5,6,5.4,3.9,19,illness,0,0
CLB031769,2017,spring,North Ridge-NE,38,M,0,7,3,0,8104,budget,10,0.41,1,7300,37,1,8,5.2,4.6,10,exhaustion_altitude_sickness,0,0
CLB031770,2018,spring,North Ridge-NE,46,M,0,16,1,0,8201,mid,10,1.56,1,7900,34,3,5,6.5,4.3,32,summited,0,1
CLB031771,1995,spring,South Col-SE Ridge,36,M,0,11,1,0,8129,mid,11,1.27,1,7000,27,5,3,5.5,3.7,22,weather_window_closed,0,0
CLB031772,2018,spring,South Col-SE Ridge,20,M,0,4,3,0,8158,premium,11,1.05,1,7300,41,4,4,6.9,1.8,26,summited,0,1
CLB031773,2024,spring,South Col-SE Ridge,20,M,0,0,0,1,6782,mid,10,0.7,1,7900,29,4,4,5.2,0.8,124,death_zone_crowding,0,0
CLB031774,2013,spring,South Col-SE Ridge,38,F,0,7,0,0,7614,premium,8,2.66,1,8000,38,3,1,7.5,3.5,99,summited,0,1
CLB031775,2009,spring,South Col-SE Ridge,53,F,0,10,1,2,8142,budget,7,0.47,1,7300,15,5,3,8.0,2.7,8,summited,0,1
CLB031776,2016,spring,South Col-SE Ridge,59,M,1,20,5,0,8371,budget,8,0.37,1,7300,36,3,5,4.9,4.1,15,summited,0,1
CLB031777,2001,spring,North Ridge-NE,41,M,0,23,3,1,7983,premium,10,1.89,1,8000,41,2,6,4.8,5.9,4,summited,0,1
CLB031778,1997,spring,North Ridge-NE,35,F,0,16,0,0,5619,mid,5,1.47,1,7900,29,1,5,8.5,2.4,22,team_decision,0,0
CLB031779,2016,spring,South Col-SE Ridge,38,M,0,9,2,0,8078,mid,7,0.89,1,7300,36,6,8,5.1,3.9,91,frostbite,0,0
CLB031780,2010,spring,North Ridge-NE,44,F,0,11,1,0,8289,mid,3,0.53,1,7900,23,5,3,9.1,1.2,12,exhaustion_altitude_sickness,0,0
CLB031781,2012,spring,South Col-SE Ridge,38,M,0,12,0,0,5111,mid,10,1.29,1,7000,33,6,5,4.8,5.0,27,weather_window_closed,0,0
CLB031782,2019,spring,North Ridge-NE,28,M,0,6,0,1,6750,mid,11,1.07,1,7300,43,1,3,7.6,2.8,17,exhaustion_altitude_sickness,0,0
CLB031783,2018,spring,South Col-SE Ridge,45,M,0,8,1,0,8269,budget,10,0.94,1,7900,30,4,4,5.8,4.0,82,team_decision,1,0
CLB031784,1998,spring,South Col-SE Ridge,40,M,0,21,0,0,5572,premium,6,1.31,1,7900,31,3,5,2.0,7.4,1,weather_window_closed,0,0
CLB031785,1999,spring,South Col-SE Ridge,35,F,0,13,0,0,5538,mid,9,1.38,1,7900,38,3,4,8.1,0.0,20,summited,0,1
CLB031786,2011,spring,North Ridge-NE,42,M,1,12,1,0,7843,budget,7,0.61,1,7300,31,6,5,2.9,9.2,4,other,0,0
CLB031787,2025,autumn,North Ridge-NE,39,M,0,10,0,0,6928,budget,7,0.34,1,7300,25,3,2,7.8,0.4,18,illness,0,0
CLB031788,2021,spring,North Ridge-NE,51,M,0,4,1,0,8025,budget,7,0.7,1,7300,25,1,7,4.6,4.6,43,weather_window_closed,0,0
CLB031789,1998,autumn,South Col-SE Ridge,40,M,0,13,3,0,8108,mid,11,1.09,1,7300,40,1,7,8.8,0.2,15,summited,0,1
CLB031790,1991,spring,South Col-SE Ridge,54,M,0,6,1,0,7971,independent,6,0.15,1,8000,29,4,4,5.8,3.9,25,team_decision,0,0
CLB031791,2023,spring,South Col-SE Ridge,17,M,0,13,4,1,7564,premium,7,1.96,1,7300,31,6,6,7.0,3.1,17,summited,0,1
CLB031792,2026,spring,other,41,M,0,10,0,0,7432,budget,12,0.62,1,7000,41,6,6,7.7,2.6,1,exhaustion_altitude_sickness,0,0
CLB031793,2018,winter,South Col-SE Ridge,42,M,0,19,1,0,8357,mid,8,0.99,1,7300,27,6,6,5.4,4.7,22,summited,0,1
CLB031794,2002,spring,South Col-SE Ridge,29,F,0,20,2,0,7419,mid,8,0.78,1,7000,30,1,8,3.6,5.0,3,weather_window_closed,0,0
CLB031795,2023,spring,South Col-SE Ridge,44,M,0,14,2,3,7985,budget,11,0.54,1,7900,12,5,6,8.8,0.9,9,exhaustion_altitude_sickness,0,0
CLB031796,2008,spring,South Col-SE Ridge,45,M,0,17,0,0,6003,budget,11,0.7,1,7000,29,4,8,7.7,0.0,5,team_decision,0,0
CLB031797,1990,spring,South Col-SE Ridge,35,F,0,9,1,1,8131,premium,7,1.23,1,7900,18,2,5,7.4,4.5,2,weather_window_closed,0,0
CLB031798,2013,spring,South Col-SE Ridge,62,F,0,12,6,0,8036,premium,5,1.29,1,7300,24,6,7,4.6,5.6,76,summited,0,1
CLB031799,2025,spring,South Col-SE Ridge,35,M,1,13,4,1,7703,budget,10,0.43,1,7000,20,5,5,8.3,2.3,33,summited,0,1
CLB031800,2001,spring,North Ridge-NE,43,M,0,14,0,0,5199,premium,7,1.32,1,7000,45,2,7,7.2,4.4,3,summited,0,1
CLB031801,2003,spring,South Col-SE Ridge,44,M,0,9,0,0,7382,mid,11,0.9,1,7000,26,2,6,4.5,5.1,2,exhaustion_altitude_sickness,0,0
CLB031802,2021,spring,North Ridge-NE,41,M,0,15,1,0,8155,premium,7,1.8,1,7000,39,2,4,3.5,5.7,34,weather_window_closed,0,0
CLB031803,2022,spring,South Col-SE Ridge,41,M,1,21,3,0,8224,premium,15,1.24,1,7000,19,2,1,9.1,0.2,43,summited,0,1
CLB031804,1999,spring,North Ridge-NE,51,F,0,14,2,0,8588,budget,8,0.19,1,7000,16,2,2,7.5,0.8,2,exhaustion_altitude_sickness,0,0
CLB031805,2012,spring,South Col-SE Ridge,25,M,1,17,2,0,7700,mid,13,1.52,1,7300,32,2,7,6.9,4.2,86,weather_window_closed,0,0
CLB031806,2010,spring,North Ridge-NE,39,M,1,11,5,0,8070,mid,11,1.33,1,7300,39,3,3,6.5,4.3,14,exhaustion_altitude_sickness,0,0
CLB031807,2017,spring,North Ridge-NE,49,M,0,13,1,0,8304,premium,4,1.91,1,7900,34,4,3,4.6,4.8,24,weather_window_closed,0,0
CLB031808,2003,spring,South Col-SE Ridge,28,M,0,14,1,0,7916,premium,7,1.6,1,7000,43,2,3,6.7,3.2,5,summited,0,1
CLB031809,2004,spring,South Col-SE Ridge,45,M,1,11,3,0,7937,independent,9,0.38,1,7900,29,5,8,7.7,2.3,10,summited,0,1
CLB031810,2018,spring,North Ridge-NE,45,F,0,12,1,0,8365,premium,5,2.09,1,7300,22,3,7,9.1,0.1,24,summited,0,1
CLB031811,2026,spring,North Ridge-NE,47,M,0,16,3,0,8275,budget,2,0.73,1,7000,31,6,1,6.2,3.0,34,summited,1,1
CLB031812,2022,spring,North Ridge-NE,38,M,1,14,7,0,8063,independent,8,0.13,1,7300,38,2,5,6.3,6.0,22,summited,0,1
CLB031813,2026,spring,North Ridge-NE,35,M,0,4,1,0,7995,premium,11,0.93,1,7900,39,2,4,4.6,4.6,47,summited,0,1
CLB031814,2005,autumn,North Ridge-NE,43,M,0,17,0,0,6646,mid,6,0.29,1,8000,26,1,9,6.0,4.1,12,exhaustion_altitude_sickness,0,0
CLB031815,2016,spring,North Ridge-NE,28,M,1,18,5,1,8082,budget,11,0.44,1,7300,27,4,6,7.1,3.8,12,weather_window_closed,0,0
CLB031816,2010,spring,South Col-SE Ridge,31,M,0,10,2,1,8077,mid,7,1.14,0,0,38,1,3,9.1,0.0,1,oxygen_exhaustion,0,0
CLB031817,2022,spring,South Col-SE Ridge,41,M,0,12,4,2,7871,mid,7,1.51,1,8000,35,3,3,7.0,1.5,125,summited,0,1
CLB031818,1993,spring,South Col-SE Ridge,41,M,1,5,5,0,7738,premium,12,1.96,1,7300,27,2,7,9.3,0.0,1,summited,0,1
CLB031819,2025,spring,South Col-SE Ridge,38,M,1,24,4,0,8020,mid,10,0.98,1,7000,22,2,8,7.4,1.7,181,weather_window_closed,0,0
CLB031820,2016,spring,North Ridge-NE,31,M,0,13,6,1,7865,mid,10,0.83,1,7300,34,4,3,7.8,5.6,6,summited,0,1
CLB031821,2024,spring,South Col-SE Ridge,38,M,1,0,4,0,8003,mid,6,0.12,1,7900,16,6,1,7.7,0.6,63,summited,0,1
CLB031822,2022,spring,South Col-SE Ridge,43,M,1,10,4,0,8054,budget,14,0.87,1,7900,31,4,8,4.5,6.3,94,summited,0,1
CLB031823,2000,spring,North Ridge-NE,28,M,1,7,6,0,8363,premium,5,1.97,1,7300,29,3,5,8.0,2.6,13,summited,0,1
CLB031824,2005,spring,South Col-SE Ridge,31,M,0,7,1,2,8030,independent,9,0.02,1,7300,27,4,4,9.0,0.0,0,exhaustion_altitude_sickness,0,0
CLB031825,2002,spring,South Col-SE Ridge,27,M,0,14,0,0,7305,mid,10,0.85,1,7000,43,3,5,6.2,4.2,8,summited,0,1
CLB031826,2008,spring,South Col-SE Ridge,43,M,0,12,0,0,6953,mid,7,0.72,1,7000,20,2,3,5.6,4.3,11,exhaustion_altitude_sickness,0,0
CLB031827,2009,spring,South Col-SE Ridge,41,M,0,9,6,0,8042,mid,13,0.81,1,7300,31,1,10,8.2,3.2,13,summited,0,1
CLB031828,2000,autumn,South Col-SE Ridge,36,F,1,15,2,0,8436,premium,12,1.88,1,7300,37,2,6,7.8,0.1,24,summited,0,1
CLB031829,2017,spring,South Col-SE Ridge,25,M,1,11,3,0,8021,budget,4,1.17,1,7000,31,1,6,2.6,6.0,39,frostbite,0,0
CLB031830,2003,spring,North Ridge-NE,38,M,1,16,5,0,8067,budget,6,0.84,1,7300,32,4,4,9.4,2.1,6,summited,0,1
CLB031831,2023,spring,South Col-SE Ridge,51,M,0,5,0,1,6563,premium,5,1.86,1,7000,38,3,4,6.3,3.5,117,summited,0,1
CLB031832,2012,spring,South Col-SE Ridge,40,F,0,11,0,1,6814,mid,6,1.41,1,7900,44,3,3,7.1,1.2,124,exhaustion_altitude_sickness,0,0
CLB031833,2025,autumn,South Col-SE Ridge,27,M,1,13,5,0,7550,mid,6,0.95,1,7000,36,3,5,3.0,5.3,91,weather_window_closed,0,0
CLB031834,2017,spring,North Ridge-NE,39,F,0,17,0,1,5971,budget,10,0.7,1,7000,30,4,4,5.6,5.6,19,summited,0,1
CLB031835,2025,spring,North Ridge-NE,29,M,1,7,4,0,8094,budget,10,0.06,1,7900,35,3,6,8.4,0.0,26,summited,0,1
CLB031836,2012,spring,South Col-SE Ridge,35,M,1,1,6,0,8123,mid,11,1.21,1,7300,39,1,3,2.8,7.0,49,summited,0,1
CLB031837,2011,spring,North Ridge-NE,17,M,1,15,1,0,8365,mid,5,1.0,1,7000,26,2,5,1.1,8.6,4,exhaustion_altitude_sickness,0,0
CLB031838,2002,spring,South Col-SE Ridge,38,M,0,22,2,1,7935,mid,10,1.01,1,8000,35,6,7,10.0,0.0,1,exhaustion_altitude_sickness,0,0
CLB031839,2000,spring,South Col-SE Ridge,34,M,0,12,3,0,8285,budget,9,0.61,1,8000,29,5,7,3.8,6.3,16,weather_window_closed,0,0
CLB031840,2022,autumn,North Ridge-NE,31,M,0,23,4,0,7702,mid,9,0.95,1,7300,47,4,6,9.4,0.1,72,summited,0,1
CLB031841,2015,spring,South Col-SE Ridge,44,M,1,10,6,0,8509,independent,9,0.49,1,7300,38,2,5,8.8,2.2,126,summited,0,1
CLB031842,2002,spring,North Ridge-NE,42,M,0,4,2,0,8513,premium,11,1.62,1,7300,30,4,3,6.6,2.8,1,summited,0,1
CLB031843,2009,spring,South Col-SE Ridge,42,M,1,16,3,0,8426,budget,7,0.73,0,0,35,1,4,10.0,0.0,24,oxygen_exhaustion,0,0
CLB031844,1992,spring,North Ridge-NE,42,M,0,18,1,0,8486,mid,8,0.53,1,7900,32,3,8,9.4,2.1,7,exhaustion_altitude_sickness,0,0
CLB031845,2005,autumn,South Col-SE Ridge,43,M,0,1,2,0,8434,independent,6,0.53,1,7900,21,4,8,5.4,4.4,26,summited,0,1
CLB031846,2026,spring,North Ridge-NE,35,M,0,21,0,1,6911,budget,7,0.77,1,7000,36,3,6,8.2,2.0,6,summited,0,1
CLB031847,2024,spring,South Col-SE Ridge,35,M,0,10,1,1,8065,independent,11,0.53,1,7000,29,2,5,9.1,2.0,48,summited,0,1
CLB031848,2012,spring,North Ridge-NE,29,M,0,15,0,0,6407,independent,10,0.83,0,0,29,1,8,7.5,0.9,29,exhaustion_altitude_sickness,0,0
CLB031849,2010,spring,South Col-SE Ridge,41,F,0,3,4,0,8541,budget,8,1.05,1,7300,29,2,7,4.9,4.9,16,summited,0,1
CLB031850,2021,spring,North Ridge-NE,52,M,0,16,3,1,8016,mid,10,1.44,1,7000,39,6,6,8.1,3.0,20,summited,0,1
CLB031851,2009,spring,North Ridge-NE,38,M,0,8,6,0,8180,premium,10,1.34,1,7300,36,4,7,10.0,0.0,4,summited,0,1
CLB031852,1998,spring,South Col-SE Ridge,33,M,1,11,3,0,8408,premium,6,1.19,1,8000,31,5,2,1.4,8.7,11,summited,0,1
CLB031853,2023,spring,South Col-SE Ridge,41,M,0,3,1,1,7998,mid,9,1.74,1,7300,40,3,11,6.2,4.1,96,summited,0,1
CLB031854,2008,spring,South Col-SE Ridge,46,M,1,5,4,1,7782,premium,9,2.07,1,7900,28,3,3,2.9,8.1,11,summited,0,1
CLB031855,2022,autumn,North Ridge-NE,30,F,0,16,1,1,7711,budget,15,0.4,1,7300,34,4,5,6.7,4.4,3,team_decision,0,0
CLB031856,2009,spring,South Col-SE Ridge,47,M,0,9,1,0,8054,budget,6,0.38,1,7300,28,3,3,8.9,0.7,69,exhaustion_altitude_sickness,0,0
